No of Persons Voted,Duration_Min,Drama,Genre_Count,Description_Word_Count,Description_Char_Count,Written_by_freq,No of Persons Voted_Log,Release_Year,Film_Age,Release_Decade,Rating
85.0,113.0,1.0,3.0,7.0,42.0,1.0,4.454347296253507,1998.0,27.0,1990.0,6.6
4.0,105.0,1.0,5.0,30.0,203.0,1.0,1.6094379124341003,2001.0,24.0,2000.0,3.8
5.0,92.0,0.0,2.0,124.0,689.0,1.0,1.791759469228055,2011.0,14.0,2010.0,5.8
37.0,106.0,0.0,2.0,23.0,147.0,1.0,3.6375861597263857,2014.0,11.0,2010.0,5.9
433.0,107.0,0.0,3.0,72.0,424.0,1.0,6.073044534100405,2021.0,4.0,2020.0,3.7
11.0,76.0,1.0,6.0,56.0,309.0,1.0,2.4849066497880004,1998.0,27.0,1990.0,7.5
8.0,88.0,0.0,2.0,32.0,163.0,46.0,2.1972245773362196,2022.0,3.0,2020.0,6.4
11.0,136.0,0.0,3.0,25.0,131.0,1.0,2.4849066497880004,1982.0,43.0,1980.0,5.3
49.0,88.0,0.0,2.0,42.0,237.0,1.0,3.912023005428146,2014.0,11.0,2010.0,6.6
7337.0,151.0,0.0,3.0,62.0,391.0,1.0,8.900821604915228,2016.0,9.0,2010.0,7.0
95.0,103.0,1.0,2.0,105.0,658.0,2.0,4.564348191467836,2014.0,11.0,2010.0,6.6
8.0,90.0,0.0,2.0,77.0,458.0,1.0,2.1972245773362196,2015.0,10.0,2010.0,4.0
10.0,85.0,1.0,4.0,37.0,235.0,1.0,2.3978952727983707,2020.0,5.0,2020.0,4.0
6.0,95.0,0.0,2.0,145.0,837.0,1.0,1.9459101490553132,2009.0,16.0,2000.0,7.5
6.0,98.0,0.0,3.0,67.0,390.0,4.0,1.9459101490553132,2004.0,21.0,2000.0,6.8
85.0,108.0,1.0,3.0,35.0,223.0,1.0,4.454347296253507,2004.0,21.0,2000.0,7.3
309.0,108.0,1.0,3.0,19.0,133.0,10.0,5.736572297479192,2004.0,21.0,2000.0,7.1
5.0,154.0,1.0,5.0,74.0,432.0,1.0,1.791759469228055,2009.0,16.0,2000.0,1.8
27.0,90.0,1.0,5.0,34.0,207.0,1.0,3.332204510175204,2020.0,5.0,2020.0,6.4
30.0,98.0,1.0,7.0,30.0,152.0,2.0,3.4339872044851463,1995.0,30.0,1990.0,6.8
44.0,100.0,1.0,3.0,186.0,1136.0,1.0,3.8066624897703196,2016.0,9.0,2010.0,6.4
4.0,96.0,1.0,2.0,94.0,574.0,1.0,1.6094379124341003,2006.0,19.0,2000.0,7.3
225.0,109.0,0.0,3.0,77.0,431.0,1.0,5.420534999272286,2020.0,5.0,2020.0,5.2
21.0,106.0,0.0,3.0,26.0,146.0,1.0,3.091042453358316,1986.0,39.0,1980.0,6.6
198.0,128.0,1.0,2.0,20.0,121.0,1.0,5.293304824724492,2013.0,12.0,2010.0,5.2
23.0,114.0,1.0,4.0,32.0,200.0,1.0,3.1780538303479458,2005.0,20.0,2000.0,7.0
105.0,97.0,0.0,6.0,110.0,674.0,1.0,4.663439094112067,2010.0,15.0,2010.0,6.0
42.0,145.0,1.0,5.0,78.0,490.0,3.0,3.7612001156935624,2007.0,18.0,2000.0,6.2
6.0,94.0,0.0,1.0,187.0,1081.0,1.0,1.9459101490553132,2007.0,18.0,2000.0,4.2
626.0,80.0,0.0,3.0,15.0,77.0,1.0,6.440946540632921,2010.0,15.0,2010.0,8.3
6.0,100.0,0.0,1.0,78.0,428.0,1.0,1.9459101490553132,2012.0,13.0,2010.0,5.0
12.0,96.0,0.0,3.0,48.0,366.0,2.0,2.5649493574615367,1997.0,28.0,1990.0,5.9
132.0,125.0,0.0,4.0,18.0,106.0,1.0,4.890349128221754,1983.0,42.0,1980.0,4.6
5.0,90.0,1.0,3.0,39.0,223.0,1.0,1.791759469228055,2003.0,22.0,2000.0,5.4
5.0,127.0,1.0,4.0,36.0,245.0,1.0,1.791759469228055,1999.0,26.0,1990.0,8.4
24.0,102.0,0.0,2.0,69.0,458.0,1.0,3.2188758248682006,2001.0,24.0,2000.0,5.4
10.0,130.0,1.0,3.0,219.0,1254.0,1.0,2.3978952727983707,2012.0,13.0,2010.0,2.9
150.0,100.0,0.0,3.0,67.0,413.0,2.0,5.017279836814924,2011.0,14.0,2010.0,5.8
5.0,77.0,0.0,3.0,15.0,115.0,1.0,1.791759469228055,1999.0,26.0,1990.0,4.4
19.0,86.0,1.0,2.0,20.0,116.0,1.0,2.995732273553991,2016.0,9.0,2010.0,5.9
8.0,94.0,1.0,3.0,19.0,116.0,2.0,2.1972245773362196,2012.0,13.0,2010.0,6.0
77.0,116.0,0.0,2.0,58.0,334.0,1.0,4.356708826689592,2024.0,1.0,2020.0,3.0
10.0,111.0,0.0,3.0,48.0,275.0,1.0,2.3978952727983707,2007.0,18.0,2000.0,5.4
5.0,95.0,1.0,3.0,51.0,311.0,1.0,1.791759469228055,2017.0,8.0,2010.0,6.2
6.0,85.0,1.0,4.0,57.0,366.0,1.0,1.9459101490553132,2004.0,21.0,2000.0,7.2
13.0,114.0,1.0,5.0,39.0,256.0,1.0,2.6390573296152584,1998.0,27.0,1990.0,7.3
97.0,86.0,0.0,2.0,63.0,402.0,1.0,4.584967478670572,2003.0,22.0,2000.0,8.3
28.0,102.0,1.0,5.0,52.0,318.0,1.0,3.367295829986474,2005.0,20.0,2000.0,6.9
31.0,110.0,1.0,3.0,46.0,325.0,1.0,3.4657359027997265,2000.0,25.0,2000.0,3.9
114.0,118.0,0.0,3.0,52.0,326.0,1.0,4.74493212836325,2008.0,17.0,2000.0,6.1
443.0,132.0,0.0,4.0,62.0,410.0,2.0,6.095824562432225,2015.0,10.0,2010.0,6.2
10.0,116.0,0.0,2.0,32.0,187.0,1.0,2.3978952727983707,1994.0,31.0,1990.0,5.9
4.0,93.0,0.0,2.0,19.0,108.0,1.0,1.6094379124341003,1996.0,29.0,1990.0,5.8
41.0,90.0,1.0,4.0,117.0,698.0,5.0,3.7376696182833684,2010.0,15.0,2010.0,3.9
7.0,89.0,0.0,2.0,196.0,1142.0,2.0,2.0794415416798357,2012.0,13.0,2010.0,3.9
89.0,99.0,1.0,3.0,80.0,479.0,1.0,4.499809670330265,2012.0,13.0,2010.0,5.3
14.0,95.0,0.0,3.0,79.0,455.0,1.0,2.70805020110221,2022.0,3.0,2020.0,4.9
87.0,122.0,0.0,2.0,64.0,372.0,1.0,4.477336814478207,2018.0,7.0,2010.0,6.3
33.0,93.0,1.0,6.0,62.0,361.0,1.0,3.5263605246161616,2021.0,4.0,2020.0,6.1
5.0,107.0,0.0,3.0,48.0,305.0,1.0,1.791759469228055,2008.0,17.0,2000.0,7.0
93.0,107.0,0.0,5.0,24.0,133.0,1.0,4.543294782270004,1989.0,36.0,1980.0,5.3
6.0,92.0,1.0,3.0,28.0,156.0,4.0,1.9459101490553132,1982.0,43.0,1980.0,5.8
6.0,92.0,1.0,3.0,28.0,156.0,4.0,1.9459101490553132,1982.0,43.0,1980.0,5.8
6.0,92.0,1.0,3.0,28.0,156.0,4.0,1.9459101490553132,1982.0,43.0,1980.0,5.8
6.0,92.0,1.0,3.0,28.0,156.0,4.0,1.9459101490553132,1982.0,43.0,1980.0,5.8
20.0,84.0,0.0,5.0,32.0,199.0,1.0,3.044522437723423,1986.0,39.0,1980.0,7.8
43.0,108.0,1.0,5.0,88.0,558.0,1.0,3.784189633918261,2016.0,9.0,2010.0,6.1
21.0,110.0,1.0,4.0,63.0,452.0,1.0,3.091042453358316,2010.0,15.0,2010.0,6.5
55.0,124.0,1.0,3.0,53.0,356.0,3.0,4.02535169073515,2007.0,18.0,2000.0,8.9
35.0,84.0,1.0,3.0,30.0,185.0,1.0,3.58351893845611,2022.0,3.0,2020.0,3.7
64.0,106.0,1.0,5.0,33.0,199.0,1.0,4.174387269895637,1998.0,27.0,1990.0,8.1
110.0,123.0,1.0,4.0,76.0,459.0,2.0,4.709530201312334,2001.0,24.0,2000.0,8.4
111.0,102.0,1.0,3.0,22.0,121.0,12.0,4.718498871295094,2004.0,21.0,2000.0,7.3
37.0,84.0,0.0,2.0,43.0,261.0,2.0,3.6375861597263857,2001.0,24.0,2000.0,4.1
10.0,99.0,0.0,4.0,49.0,302.0,2.0,2.3978952727983707,2023.0,2.0,2020.0,5.6
4.0,98.0,0.0,2.0,21.0,117.0,1.0,1.6094379124341003,1997.0,28.0,1990.0,5.5
31.0,71.0,1.0,3.0,84.0,495.0,3.0,3.4657359027997265,2005.0,20.0,2000.0,4.2
148.0,104.0,1.0,2.0,32.0,178.0,1.0,5.003946305945459,2012.0,13.0,2010.0,6.5
113.0,107.0,1.0,3.0,44.0,265.0,1.0,4.736198448394496,2024.0,1.0,2020.0,4.8
166.0,88.0,0.0,2.0,76.0,445.0,1.0,5.117993812416755,2007.0,18.0,2000.0,8.5
75.0,105.0,1.0,4.0,23.0,160.0,1.0,4.330733340286331,2020.0,5.0,2020.0,5.1
17.0,84.0,1.0,2.0,29.0,174.0,1.0,2.8903717578961645,2014.0,11.0,2010.0,5.9
415.0,97.0,0.0,5.0,60.0,357.0,1.0,6.030685260261263,2016.0,9.0,2010.0,6.4
60.0,101.0,1.0,3.0,104.0,643.0,1.0,4.110873864173311,2016.0,9.0,2010.0,6.4
4.0,107.0,1.0,4.0,21.0,117.0,1.0,1.6094379124341003,1996.0,29.0,1990.0,6.5
114.0,117.0,1.0,6.0,21.0,155.0,1.0,4.74493212836325,2018.0,7.0,2010.0,4.9
109.0,90.0,0.0,2.0,61.0,334.0,1.0,4.700480365792417,2010.0,15.0,2010.0,6.5
22.0,98.0,0.0,3.0,25.0,141.0,1.0,3.1354942159291497,2006.0,19.0,2000.0,5.0
254.0,119.0,1.0,5.0,79.0,480.0,1.0,5.541263545158426,2019.0,6.0,2010.0,6.3
5.0,99.0,1.0,2.0,44.0,295.0,1.0,1.791759469228055,1999.0,26.0,1990.0,6.6
265.0,108.0,0.0,1.0,42.0,268.0,1.0,5.583496308781699,2001.0,24.0,2000.0,4.9
27.0,108.0,0.0,2.0,45.0,266.0,46.0,3.332204510175204,2003.0,22.0,2000.0,5.9
262.0,119.0,1.0,4.0,73.0,432.0,1.0,5.572154032177765,2000.0,25.0,2000.0,8.0
12.0,121.0,1.0,3.0,139.0,924.0,19.0,2.5649493574615367,2010.0,15.0,2010.0,5.6
95.0,120.0,1.0,5.0,29.0,174.0,1.0,4.564348191467836,1996.0,29.0,1990.0,8.1
22.0,109.0,1.0,2.0,133.0,814.0,1.0,3.1354942159291497,2017.0,8.0,2010.0,5.2
5.0,114.0,1.0,3.0,76.0,468.0,1.0,1.791759469228055,2017.0,8.0,2010.0,8.0
120.0,100.0,1.0,4.0,36.0,240.0,13.0,4.795790545596741,2013.0,12.0,2010.0,8.3
5.0,106.0,1.0,3.0,18.0,128.0,1.0,1.791759469228055,1992.0,33.0,1990.0,5.6
91.0,106.0,1.0,2.0,73.0,415.0,1.0,4.5217885770490405,2014.0,11.0,2010.0,7.3
468.0,118.0,0.0,4.0,166.0,946.0,1.0,6.150602768446279,2012.0,13.0,2010.0,5.7
18.0,101.0,0.0,3.0,39.0,224.0,1.0,2.9444389791664403,2013.0,12.0,2010.0,6.9
16.0,132.0,1.0,3.0,34.0,219.0,1.0,2.833213344056216,2001.0,24.0,2000.0,7.9
36.0,131.0,1.0,3.0,44.0,282.0,1.0,3.6109179126442243,2001.0,24.0,2000.0,6.8
233.0,119.0,0.0,4.0,27.0,153.0,1.0,5.455321115357702,2003.0,22.0,2000.0,7.9
157.0,109.0,1.0,2.0,13.0,85.0,2.0,5.062595033026967,2010.0,15.0,2010.0,9.5
49.0,123.0,0.0,2.0,14.0,88.0,1.0,3.912023005428146,2013.0,12.0,2010.0,4.1
118.0,113.0,0.0,2.0,22.0,131.0,1.0,4.77912349311153,1996.0,29.0,1990.0,8.1
14.0,114.0,1.0,2.0,58.0,351.0,3.0,2.70805020110221,1998.0,27.0,1990.0,6.5
140.0,103.0,1.0,4.0,63.0,386.0,1.0,4.948759890378168,2010.0,15.0,2010.0,5.9
85.0,108.0,1.0,3.0,83.0,558.0,1.0,4.454347296253507,2010.0,15.0,2010.0,6.1
22.0,124.0,1.0,5.0,91.0,575.0,1.0,3.1354942159291497,2007.0,18.0,2000.0,7.7
22.0,132.0,1.0,4.0,56.0,326.0,1.0,3.1354942159291497,2012.0,13.0,2010.0,6.6
65.0,130.0,0.0,4.0,16.0,112.0,1.0,4.189654742026425,1998.0,27.0,1990.0,5.6
35.0,109.0,1.0,5.0,17.0,86.0,1.0,3.58351893845611,2019.0,6.0,2010.0,7.2
42.0,96.0,0.0,4.0,26.0,150.0,1.0,3.7612001156935624,1993.0,32.0,1990.0,7.1
4.0,92.0,1.0,2.0,47.0,260.0,5.0,1.6094379124341003,2009.0,16.0,2000.0,6.5
82.0,110.0,1.0,5.0,82.0,543.0,1.0,4.418840607796598,2012.0,13.0,2010.0,3.7
45.0,91.0,0.0,1.0,47.0,265.0,1.0,3.828641396489095,2024.0,1.0,2020.0,4.6
5.0,96.0,0.0,3.0,26.0,179.0,1.0,1.791759469228055,1982.0,43.0,1980.0,4.2
8.0,113.0,1.0,4.0,35.0,219.0,3.0,2.1972245773362196,2006.0,19.0,2000.0,6.5
209.0,93.0,0.0,2.0,49.0,292.0,2.0,5.3471075307174685,2006.0,19.0,2000.0,6.5
129.0,125.0,1.0,4.0,96.0,559.0,1.0,4.867534450455582,2022.0,3.0,2020.0,6.5
19.0,109.0,0.0,3.0,64.0,421.0,1.0,2.995732273553991,2018.0,7.0,2010.0,5.3
22.0,93.0,1.0,3.0,93.0,520.0,1.0,3.1354942159291497,2017.0,8.0,2010.0,5.5
81.0,108.0,0.0,3.0,44.0,276.0,1.0,4.406719247264253,1997.0,28.0,1990.0,5.3
13.0,93.0,0.0,3.0,14.0,87.0,1.0,2.6390573296152584,2000.0,25.0,2000.0,2.8
49.0,90.0,0.0,5.0,75.0,409.0,1.0,3.912023005428146,2008.0,17.0,2000.0,4.1
12.0,90.0,0.0,4.0,27.0,157.0,1.0,2.5649493574615367,2004.0,21.0,2000.0,4.4
17.0,120.0,1.0,5.0,27.0,148.0,1.0,2.8903717578961645,1993.0,32.0,1990.0,6.4
12.0,139.0,1.0,2.0,54.0,308.0,1.0,2.5649493574615367,2007.0,18.0,2000.0,4.3
148.0,178.0,1.0,3.0,66.0,404.0,1.0,5.003946305945459,1998.0,27.0,1990.0,5.6
166.0,96.0,0.0,1.0,54.0,325.0,5.0,5.117993812416755,2003.0,22.0,2000.0,7.3
166.0,96.0,0.0,1.0,54.0,325.0,5.0,5.117993812416755,2003.0,22.0,2000.0,7.3
166.0,96.0,0.0,1.0,54.0,325.0,5.0,5.117993812416755,2003.0,22.0,2000.0,7.3
166.0,96.0,0.0,1.0,54.0,325.0,5.0,5.117993812416755,2003.0,22.0,2000.0,7.3
29.0,137.0,1.0,3.0,42.0,258.0,1.0,3.4011973816621555,1999.0,26.0,1990.0,7.6
74.0,125.0,0.0,3.0,33.0,190.0,2.0,4.31748811353631,1974.0,51.0,1970.0,6.3
70.0,87.0,1.0,5.0,118.0,731.0,1.0,4.2626798770413155,2009.0,16.0,2000.0,6.2
54.0,109.0,0.0,4.0,135.0,815.0,1.0,4.007333185232471,2009.0,16.0,2000.0,5.0
23.0,95.0,1.0,3.0,43.0,261.0,1.0,3.1780538303479458,2023.0,2.0,2020.0,5.2
445.0,127.0,1.0,3.0,36.0,214.0,5.0,6.100318952020064,1992.0,33.0,1990.0,3.9
29.0,108.0,1.0,3.0,90.0,550.0,1.0,3.4011973816621555,2019.0,6.0,2010.0,5.9
24.0,102.0,1.0,5.0,51.0,323.0,10.0,3.2188758248682006,2014.0,11.0,2010.0,5.1
17.0,90.0,0.0,4.0,82.0,516.0,1.0,2.8903717578961645,2006.0,19.0,2000.0,5.8
21.0,111.0,1.0,2.0,117.0,712.0,19.0,3.091042453358316,2012.0,13.0,2010.0,4.9
28.0,110.0,1.0,5.0,57.0,341.0,1.0,3.367295829986474,2017.0,8.0,2010.0,8.0
149.0,105.0,0.0,3.0,81.0,528.0,1.0,5.0106352940962555,2008.0,17.0,2000.0,6.9
54.0,123.0,1.0,4.0,85.0,561.0,1.0,4.007333185232471,2011.0,14.0,2010.0,6.7
10.0,103.0,0.0,1.0,29.0,168.0,2.0,2.3978952727983707,2017.0,8.0,2010.0,4.2
6.0,101.0,1.0,5.0,28.0,159.0,1.0,1.9459101490553132,1984.0,41.0,1980.0,6.7
313.0,91.0,1.0,4.0,75.0,457.0,4.0,5.749392985908253,2004.0,21.0,2000.0,7.4
35.0,91.0,0.0,2.0,78.0,427.0,1.0,3.58351893845611,2023.0,2.0,2020.0,4.3
20.0,126.0,1.0,2.0,29.0,193.0,1.0,3.044522437723423,1999.0,26.0,1990.0,6.4
28.0,110.0,1.0,3.0,64.0,399.0,2.0,3.367295829986474,2021.0,4.0,2020.0,4.1
32.0,122.0,1.0,3.0,57.0,347.0,1.0,3.4965075614664802,2024.0,1.0,2020.0,5.7
170.0,95.0,1.0,3.0,90.0,517.0,1.0,5.14166355650266,2010.0,15.0,2010.0,9.4
4.0,107.0,0.0,3.0,77.0,459.0,1.0,1.6094379124341003,2005.0,20.0,2000.0,2.8
7.0,119.0,1.0,4.0,59.0,356.0,1.0,2.0794415416798357,2022.0,3.0,2020.0,3.7
21.0,88.0,1.0,5.0,43.0,270.0,1.0,3.091042453358316,2014.0,11.0,2010.0,6.5
180.0,129.0,0.0,3.0,18.0,113.0,4.0,5.198497031265826,1982.0,43.0,1980.0,7.9
180.0,129.0,0.0,3.0,18.0,113.0,4.0,5.198497031265826,1982.0,43.0,1980.0,7.9
180.0,129.0,0.0,3.0,63.0,402.0,4.0,5.198497031265826,2011.0,14.0,2010.0,7.9
180.0,129.0,0.0,3.0,63.0,402.0,4.0,5.198497031265826,2011.0,14.0,2010.0,7.9
6.0,103.0,1.0,3.0,39.0,261.0,1.0,1.9459101490553132,2006.0,19.0,2000.0,7.2
121.0,109.0,0.0,4.0,64.0,362.0,1.0,4.804021044733257,2011.0,14.0,2010.0,7.6
853.0,113.0,0.0,3.0,135.0,753.0,1.0,6.74993119378857,2019.0,6.0,2010.0,5.3
21.0,97.0,1.0,3.0,55.0,293.0,1.0,3.091042453358316,2009.0,16.0,2000.0,6.1
187.0,100.0,1.0,5.0,47.0,260.0,1.0,5.236441962829949,2017.0,8.0,2010.0,7.0
8.0,88.0,0.0,6.0,64.0,418.0,1.0,2.1972245773362196,2016.0,9.0,2010.0,3.5
194.0,109.0,0.0,4.0,27.0,165.0,1.0,5.272999558563747,2000.0,25.0,2000.0,3.3
23.0,92.0,0.0,3.0,88.0,541.0,1.0,3.1780538303479458,2012.0,13.0,2010.0,7.7
5.0,101.0,1.0,1.0,104.0,622.0,1.0,1.791759469228055,2011.0,14.0,2010.0,7.2
436.0,94.0,0.0,4.0,40.0,243.0,1.0,6.07993319509559,2020.0,5.0,2020.0,4.3
52.0,132.0,1.0,4.0,59.0,408.0,1.0,3.970291913552122,2010.0,15.0,2010.0,6.2
5.0,101.0,1.0,2.0,22.0,112.0,1.0,1.791759469228055,1993.0,32.0,1990.0,6.8
105.0,121.0,0.0,6.0,79.0,461.0,1.0,4.663439094112067,2021.0,4.0,2020.0,4.7
4.0,95.0,0.0,1.0,10.0,72.0,1.0,1.6094379124341003,2006.0,19.0,2000.0,7.3
43.0,119.0,1.0,5.0,80.0,486.0,1.0,3.784189633918261,2023.0,2.0,2020.0,5.8
494.0,101.0,1.0,6.0,53.0,313.0,1.0,6.20455776256869,2017.0,8.0,2010.0,3.1
21.0,90.0,1.0,5.0,44.0,261.0,1.0,3.091042453358316,2016.0,9.0,2010.0,4.9
605.0,129.0,1.0,4.0,49.0,317.0,10.0,6.406879986069314,2019.0,6.0,2010.0,6.5
55.0,124.0,1.0,3.0,46.0,313.0,1.0,4.02535169073515,1997.0,28.0,1990.0,4.4
24.0,82.0,0.0,4.0,32.0,191.0,1.0,3.2188758248682006,2001.0,24.0,2000.0,6.7
89.0,90.0,1.0,4.0,73.0,448.0,3.0,4.499809670330265,2019.0,6.0,2010.0,4.2
60.0,109.0,1.0,4.0,114.0,687.0,1.0,4.110873864173311,2019.0,6.0,2010.0,7.2
46.0,113.0,0.0,3.0,31.0,187.0,1.0,3.8501476017100584,2004.0,21.0,2000.0,6.0
76.0,95.0,1.0,3.0,26.0,141.0,1.0,4.343805421853684,2004.0,21.0,2000.0,8.1
184.0,90.0,0.0,3.0,66.0,427.0,1.0,5.220355825078324,1995.0,30.0,1990.0,6.7
210.0,117.0,0.0,3.0,51.0,298.0,1.0,5.351858133476067,2003.0,22.0,2000.0,6.8
55.0,95.0,0.0,4.0,60.0,379.0,6.0,4.02535169073515,2006.0,19.0,2000.0,7.4
13.0,102.0,1.0,4.0,28.0,153.0,1.0,2.6390573296152584,1980.0,45.0,1980.0,7.3
11.0,99.0,1.0,4.0,52.0,296.0,1.0,2.4849066497880004,2009.0,16.0,2000.0,5.2
24.0,91.0,0.0,3.0,50.0,301.0,1.0,3.2188758248682006,2005.0,20.0,2000.0,6.4
108.0,105.0,0.0,1.0,44.0,253.0,1.0,4.6913478822291435,2016.0,9.0,2010.0,5.0
46.0,101.0,0.0,2.0,16.0,88.0,1.0,3.8501476017100584,1986.0,39.0,1980.0,6.3
8.0,120.0,1.0,2.0,142.0,898.0,1.0,2.1972245773362196,2011.0,14.0,2010.0,7.5
62.0,104.0,0.0,1.0,21.0,147.0,1.0,4.143134726391533,2023.0,2.0,2020.0,6.5
85.0,93.0,0.0,3.0,30.0,187.0,1.0,4.454347296253507,2024.0,1.0,2020.0,4.8
224.0,136.0,1.0,3.0,41.0,226.0,1.0,5.41610040220442,2009.0,16.0,2000.0,6.2
5.0,88.0,0.0,4.0,99.0,628.0,1.0,1.791759469228055,2019.0,6.0,2010.0,5.4
7.0,97.0,1.0,2.0,29.0,196.0,1.0,2.0794415416798357,2005.0,20.0,2000.0,4.4
4.0,90.0,0.0,2.0,31.0,195.0,1.0,1.6094379124341003,1994.0,31.0,1990.0,6.8
27.0,88.0,0.0,2.0,51.0,289.0,1.0,3.332204510175204,2004.0,21.0,2000.0,2.0
23.0,91.0,1.0,3.0,54.0,326.0,1.0,3.1780538303479458,1999.0,26.0,1990.0,7.4
11.0,96.0,0.0,2.0,34.0,181.0,2.0,2.4849066497880004,2001.0,24.0,2000.0,7.0
214.0,125.0,1.0,4.0,29.0,197.0,3.0,5.3706380281276624,2000.0,25.0,2000.0,8.1
70.0,97.0,0.0,2.0,37.0,207.0,2.0,4.2626798770413155,2001.0,24.0,2000.0,5.8
56.0,96.0,0.0,3.0,27.0,134.0,1.0,4.04305126783455,2002.0,23.0,2000.0,6.6
103.0,93.0,0.0,5.0,51.0,283.0,1.0,4.6443908991413725,2019.0,6.0,2010.0,5.9
18.0,98.0,1.0,2.0,28.0,173.0,1.0,2.9444389791664403,2001.0,24.0,2000.0,7.4
421.0,119.0,0.0,4.0,91.0,537.0,1.0,6.045005314036012,2015.0,10.0,2010.0,5.5
15.0,123.0,1.0,3.0,42.0,265.0,1.0,2.772588722239781,2018.0,7.0,2010.0,6.2
205.0,103.0,1.0,4.0,71.0,460.0,1.0,5.327876168789581,2011.0,14.0,2010.0,7.2
9.0,87.0,1.0,4.0,141.0,876.0,1.0,2.302585092994046,2016.0,9.0,2010.0,6.4
9.0,118.0,1.0,3.0,24.0,138.0,1.0,2.302585092994046,1978.0,47.0,1970.0,6.9
12.0,102.0,1.0,4.0,47.0,317.0,2.0,2.5649493574615367,2020.0,5.0,2020.0,4.9
28.0,97.0,0.0,4.0,58.0,309.0,2.0,3.367295829986474,1988.0,37.0,1980.0,6.5
41.0,93.0,0.0,4.0,120.0,679.0,1.0,3.7376696182833684,2020.0,5.0,2020.0,6.1
37.0,118.0,0.0,3.0,55.0,320.0,13.0,3.6375861597263857,2021.0,4.0,2020.0,5.5
17.0,121.0,1.0,1.0,74.0,458.0,1.0,2.8903717578961645,2012.0,13.0,2010.0,6.9
287.0,127.0,0.0,3.0,52.0,315.0,1.0,5.662960480135946,2023.0,2.0,2020.0,5.4
4.0,104.0,1.0,3.0,22.0,134.0,1.0,1.6094379124341003,2003.0,22.0,2000.0,3.8
912.0,103.0,0.0,2.0,19.0,101.0,4.0,6.816735880594968,2003.0,22.0,2000.0,6.8
4.0,86.0,0.0,3.0,26.0,149.0,1.0,1.6094379124341003,1988.0,37.0,1980.0,4.3
11.0,99.0,0.0,3.0,113.0,617.0,4.0,2.4849066497880004,2007.0,18.0,2000.0,6.0
11.0,99.0,0.0,3.0,113.0,617.0,4.0,2.4849066497880004,2007.0,18.0,2000.0,6.0
11.0,99.0,0.0,3.0,79.0,457.0,4.0,2.4849066497880004,2016.0,9.0,2010.0,6.0
11.0,99.0,0.0,3.0,79.0,457.0,4.0,2.4849066497880004,2016.0,9.0,2010.0,6.0
8.0,124.0,1.0,4.0,44.0,223.0,1.0,2.1972245773362196,2020.0,5.0,2020.0,6.1
422.0,119.0,1.0,4.0,156.0,947.0,1.0,6.0473721790462776,2014.0,11.0,2010.0,6.1
6.0,120.0,1.0,3.0,48.0,258.0,1.0,1.9459101490553132,2021.0,4.0,2020.0,4.2
12.0,120.0,1.0,3.0,180.0,1086.0,1.0,2.5649493574615367,2007.0,18.0,2000.0,6.9
4.0,80.0,1.0,3.0,90.0,610.0,3.0,1.6094379124341003,2014.0,11.0,2010.0,3.0
52.0,121.0,1.0,5.0,49.0,293.0,1.0,3.970291913552122,2011.0,14.0,2010.0,6.7
271.0,119.0,0.0,1.0,25.0,146.0,1.0,5.605802066295998,2013.0,12.0,2010.0,5.9
16.0,110.0,1.0,2.0,45.0,285.0,2.0,2.833213344056216,2016.0,9.0,2010.0,6.8
21.0,101.0,0.0,3.0,61.0,395.0,1.0,3.091042453358316,2023.0,2.0,2020.0,4.3
19.0,101.0,0.0,3.0,52.0,341.0,1.0,2.995732273553991,2000.0,25.0,2000.0,8.3
26.0,89.0,0.0,1.0,142.0,872.0,1.0,3.295836866004329,2019.0,6.0,2010.0,8.2
100.0,102.0,0.0,3.0,102.0,587.0,1.0,4.61512051684126,2016.0,9.0,2010.0,6.7
312.0,124.0,0.0,4.0,101.0,610.0,1.0,5.746203190540153,2023.0,2.0,2020.0,5.2
51.0,109.0,0.0,3.0,51.0,300.0,1.0,3.9512437185814275,2021.0,4.0,2020.0,4.8
5.0,92.0,1.0,4.0,18.0,104.0,1.0,1.791759469228055,1991.0,34.0,1990.0,6.0
9.0,111.0,1.0,3.0,29.0,193.0,1.0,2.302585092994046,1995.0,30.0,1990.0,5.1
26.0,119.0,1.0,5.0,18.0,98.0,1.0,3.295836866004329,2015.0,10.0,2010.0,4.3
52.0,81.0,0.0,2.0,74.0,402.0,1.0,3.970291913552122,1999.0,26.0,1990.0,1.3
26.0,108.0,0.0,2.0,34.0,217.0,1.0,3.295836866004329,1992.0,33.0,1990.0,5.6
112.0,123.0,1.0,4.0,13.0,94.0,4.0,4.727387818712341,1996.0,29.0,1990.0,8.0
12.0,106.0,1.0,6.0,24.0,136.0,2.0,2.5649493574615367,1989.0,36.0,1980.0,4.4
18.0,114.0,1.0,2.0,24.0,158.0,3.0,2.9444389791664403,1998.0,27.0,1990.0,5.9
115.0,101.0,1.0,2.0,78.0,453.0,1.0,4.7535901911063645,2015.0,10.0,2010.0,5.8
10.0,107.0,1.0,4.0,15.0,95.0,1.0,2.3978952727983707,2020.0,5.0,2020.0,5.9
43.0,101.0,0.0,2.0,15.0,117.0,6.0,3.784189633918261,2002.0,23.0,2000.0,7.4
12.0,95.0,0.0,3.0,44.0,253.0,1.0,2.5649493574615367,2000.0,25.0,2000.0,6.8
